"","Date","Trend","Holidays","Weekly","Yearly"
"1",2010-07-16,20.2919298214158,0,0.282433381191084,-2.83593858003398
"2",2010-07-17,20.2909232052925,0,0.674479388250072,-2.75279454173508
"3",2010-07-18,20.2899165891691,0,-0.637466340511491,-2.6807542447365
"4",2010-07-19,20.2889099730458,0,-0.754225277769843,-2.62081866730263
"5",2010-07-20,20.2879033569224,0,-0.317188501515483,-2.57368222118748
"6",2010-07-21,20.2868967407991,0,0.0863087613166305,-2.53972128997649
"7",2010-07-22,20.2858901246757,0,0.66565858903989,-2.51899189130633
"8",2010-07-23,20.2848835085524,0,0.282433381191398,-2.51123634225614
"9",2010-07-24,20.283876892429,0,0.674479388249505,-2.5158985441194
"10",2010-07-25,20.2828702763056,0,-0.637466340508334,-2.53214725469216
"11",2010-07-26,20.2818636601823,0,-0.754225277770232,-2.55890649031929
"12",2010-07-27,20.2808570440589,0,-0.317188501516604,-2.59489200288173
"13",2010-07-28,20.2798504279356,0,0.0863087613145943,-2.63865261425359
"14",2010-07-29,20.2788438118122,0,0.66565858903906,-2.68861506706567
"15",2010-07-30,20.2778371956889,0,0.282433381191184,-2.74313096926415
"16",2010-07-31,20.2768305795655,0,0.674479388250086,-2.80052437295107
"17",2010-08-01,20.2758239634422,0,-0.637466340510109,-2.85913853601849
"18",2010-08-02,20.2748173473188,0,-0.754225277770621,-2.91738046748004
"19",2010-08-03,20.2738107311955,0,-0.317188501517724,-2.97376195207022
"20",2010-08-04,20.2728041150721,0,0.0863087613162793,-3.0269358833656
"21",2010-08-05,20.2717974989488,0,0.665658589039164,-3.07572690285173
"22",2010-08-06,20.2707908828254,0,0.2824333811912,-3.11915553953589
"23",2010-08-07,20.2697842667021,0,0.674479388250179,-3.15645526449814
"24",2010-08-08,20.2687776505787,0,-0.637466340508907,-3.1870821102071
"25",2010-08-09,20.2677710344553,0,-0.754225277768988,-3.21071674796425
"26",2010-08-10,20.266764418332,0,-0.317188501516032,-3.2272591609026
"27",2010-08-11,20.2657578022086,0,0.0863087613147382,-3.23681628683448
"28",2010-08-12,20.2647511860853,0,0.665658589039534,-3.23968322760804
"29",2010-08-13,20.2637445699619,0,0.282433381191215,-3.23631882251397
"30",2010-08-14,20.2627379538386,0,0.674479388248951,-3.2273165565962
"31",2010-08-15,20.2617313377152,0,-0.63746634050896,-3.21337191504283
"32",2010-08-16,20.2607247215919,0,-0.754225277771595,-3.19524739800109
"33",2010-08-17,20.2597181054685,0,-0.317188501517153,-3.17373647300933
"34",2010-08-18,20.2587114893452,0,0.0863087613164231,-3.14962776302617
"35",2010-08-19,20.2577048732218,0,0.665658589039902,-3.12367074619295
"36",2010-08-20,20.2566982570984,0,0.282433381191528,-3.09654417991742
"37",2010-08-21,20.2556916409751,0,0.674479388250192,-3.06882835870672
"38",2010-08-22,20.2546850248517,0,-0.637466340509246,-3.04098217579338
"39",2010-08-23,20.2536784087284,0,-0.754225277769962,-3.01332578760576
"40",2010-08-24,20.252671792605,0,-0.317188501516119,-2.98602948291865
"41",2010-08-25,20.2516651764817,0,0.086308761314387,-2.95910914156128
"42",2010-08-26,20.2506585603583,0,0.665658589038808,-2.93242843771487
"43",2010-08-27,20.249651944235,0,0.282433381191016,-2.90570770759365
"44",2010-08-28,20.2486453281116,0,0.674479388251433,-2.87853916810477
"45",2010-08-29,20.2476387119883,0,-0.637466340509533,-2.85040794957673
"46",2010-08-30,20.2466320958649,0,-0.754225277770351,-2.82071819891199
"47",2010-08-31,20.2456254797416,0,-0.317188501515086,-2.78882332641161
"48",2010-09-01,20.2446188636182,0,0.0863087613153892,-2.75405931589967
"49",2010-09-02,20.2436122474949,0,0.665658589040376,-2.71577989883033
"50",2010-09-03,20.2426056313715,0,0.28243338119133,-2.67339231273868
"51",2010-09-04,20.2415990152481,0,0.674479388250866,-2.6263923255708
"52",2010-09-05,20.2405923991248,0,-0.637466340509819,-2.57439721157088
"53",2010-09-06,20.2395857830014,0,-0.754225277768915,-2.51717541178249
"54",2010-09-07,20.2385791668781,0,-0.317188501515548,-2.45467170159387
"55",2010-09-08,20.2375725507547,0,0.0863087613170741,-2.38702681673451
"56",2010-09-09,20.2365659346314,0,0.665658589039546,-2.31459065388491
"57",2010-09-10,20.235559318508,0,0.282433381191345,-2.2379283578236
"58",2010-09-11,20.2345527023847,0,0.674479388251447,-2.15781882783746
"59",2010-09-12,20.2335460862613,0,-0.637466340509872,-2.07524541534673
"60",2010-09-13,20.232539470138,0,-0.754225277771325,-1.99137883500297
"61",2010-09-14,20.2315328540146,0,-0.317188501518165,-1.90755256516936
"62",2010-09-15,20.2305262378913,0,0.0863087613150379,-1.82523126286575
"63",2010-09-16,20.2295196217679,0,0.665658589039915,-1.74597295511684
"64",2010-09-17,20.2285130062644,0,0.282433381191131,-1.67138598565178
"65",2010-09-18,20.2275063907609,0,0.67447938825088,-1.60308188624605
"66",2010-09-19,20.2264997752573,0,-0.63746634050867,-1.54262549929685
"67",2010-09-20,20.2254931597538,0,-0.754225277769692,-1.49148379745449
"68",2010-09-28,20.2174402357256,0,-0.317188501517593,-1.52387588335939
"69",2010-09-29,20.2164336202221,0,0.0863087613158645,-1.58396289861701
"70",2010-09-30,20.2154270047185,0,0.665658589040388,-1.6534460890408
"71",2010-10-02,20.2134137737115,0,0.674479388249746,-1.81264867055721
"72",2010-10-03,20.212407158208,0,-0.637466340510498,-1.89763895730392
"73",2010-10-04,20.2114005427044,0,-0.754225277770667,-1.98265368867598
"74",2010-10-06,20.2093873116974,0,0.086308761315689,-2.14100438967008
"75",2010-10-07,20.2083806961939,0,0.665658589039559,-2.20824248439368
"76",2010-10-09,20.2063674651868,0,0.674479388250987,-2.3036374073675
"77",2010-10-10,20.2053608496833,0,-0.637466340510785,-2.32601569364749
"78",2010-10-12,20.2033476186762,0,-0.31718850151768,-2.30725229304955
